Name (extracted)	Citing Article	Citied Article	Features
Nature dataset	https://doi.org/10.1109/TCSVT.2023.3286405 (2024)	https://doi.org/10.1109/ICCV.2017.423 (2017)	The Nature dataset is used to evaluate image restoration methods, particularly focusing on reflection removal performance. It consists of 20 indoor and outdoor scene pairs, constructed by IBCLN, to assess restoration quality in diverse natural settings. This dataset emphasizes the versatility of image restoration techniques in handling various environmental conditions.
PIPAL full set	https://doi.org/10.1007/978-3-030-58621-8_37 (2020)	https://www.semanticscholar.org/paper/8c92054c26fb4c6dd7435bc99fbb8af3323eae1b (2019)	The PIPAL full set dataset is used to evaluate the performance of anti-aliasing pooling layers in image quality assessment, specifically focusing on full-reference image distortions. This dataset enables researchers to assess and compare different anti-aliasing techniques by providing a comprehensive set of distorted images and their corresponding reference images, facilitating the development and validation of image quality metrics.
GAN-based distortion subset	https://doi.org/10.1007/978-3-030-58621-8_37 (2020)	https://www.semanticscholar.org/paper/8c92054c26fb4c6dd7435bc99fbb8af3323eae1b (2019)	The GAN-based distortion subset is used to evaluate the impact of anti-aliasing pooling layers on GAN-generated images, focusing on distortion effects and synthetic artifacts. This dataset enhances the assessment of robustness in GAN-generated images, specifically addressing how anti-aliasing techniques improve image quality and reduce distortions.
Outdoor-Rain-Test	https://doi.org/10.48550/arXiv.2305.17863 (2023)	https://doi.org/10.1109/CVPR.2019.00173 (2019)	The Outdoor-Rain-Test dataset is used for evaluating image restoration models, particularly in outdoor scenes affected by haze and rain. It focuses on assessing the quality of dehazing and restoration under real-world degradation conditions, especially heavy rain. This dataset enables researchers to test and compare the effectiveness of various image restoration methods in challenging environmental scenarios.
WorldView II	https://www.semanticscholar.org/paper/4b688c486f2b223212682fd2b3f72cc0caa94b1b (2023)	https://doi.org/10.1007/978-3-031-19800-7_10 (2022)	The WorldView II dataset is used for evaluating image restoration techniques, particularly in enhancing the clarity and detail of high-resolution satellite imagery. Researchers employ this dataset to assess the effectiveness of various restoration methods, focusing on improving image quality and detail. This dataset's high-resolution characteristics make it suitable for testing and validating advanced image restoration algorithms.
WorldView III	https://www.semanticscholar.org/paper/4b688c486f2b223212682fd2b3f72cc0caa94b1b (2023)	https://doi.org/10.1007/978-3-031-19800-7_10 (2022)	The WorldView III dataset is used for evaluating image restoration techniques, particularly focusing on high-resolution satellite imagery. Researchers employ this dataset to enhance the clarity and detail of satellite images, addressing specific challenges in image restoration. The high resolution and detailed nature of the dataset enable precise evaluation and improvement of restoration algorithms.
GaoFen2	https://www.semanticscholar.org/paper/4b688c486f2b223212682fd2b3f72cc0caa94b1b (2023)	https://doi.org/10.1007/978-3-031-19800-7_10 (2022)	The GaoFen2 dataset is used for evaluating image restoration techniques, particularly in enhancing the clarity and detail of high-resolution satellite imagery. Researchers employ this dataset to test and validate their methods, focusing on improving image quality in satellite applications. The dataset's high-resolution characteristics make it suitable for assessing the effectiveness of restoration algorithms in real-world scenarios.
DID 1	https://doi.org/10.48550/arXiv.2404.12091 (2024)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The DID 1 dataset is used to evaluate de-raining performance on a small, diverse set of synthetic rainy images. Researchers employ this dataset to assess the generalizability of feature extractors, focusing on how well these models can handle varied synthetic rain conditions. This evaluation helps in understanding the robustness and adaptability of image restoration techniques.
DID 3	https://doi.org/10.48550/arXiv.2404.12091 (2024)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The DID 3 dataset is used to test de-raining algorithms on a moderate set of diverse synthetic rainy images. Researchers focus on evaluating the consistency of the feature extractor, ensuring that the model can reliably remove rain artifacts while preserving image details. This dataset enables the assessment of de-raining techniques in controlled, synthetic environments.
FFHQ-raw	https://doi.org/10.1109/CVPR52733.2024.02425 (2024)	https://doi.org/10.1109/CVPR.2019.00453 (2018)	The FFHQ-raw dataset is used to enhance face restoration performance by providing 70,000 unaligned high-resolution facial images for training models. This dataset specifically supports research in improving the quality and accuracy of face restoration techniques, enabling models to better handle diverse and complex facial images.
BAPPS	https://www.semanticscholar.org/paper/f942a4a56e6549c83844747ad6c4ae58000b2988 (2020)	https://doi.org/10.1109/CVPR.2018.00194 (2018)	The BAPPS dataset is used as a benchmark for perceptual image quality assessment, specifically to evaluate the effectiveness of image restoration algorithms in preserving visual fidelity. It enables researchers to assess how well these algorithms maintain the perceptual quality of restored images, focusing on the visual fidelity aspect rather than just technical metrics. This dataset facilitates the comparison and validation of different image restoration techniques in terms of their ability to produce visually pleasing results.
DIV2K train set	https://doi.org/10.1109/ICCV51070.2023.00495 (2023)	https://doi.org/10.1109/CVPRW.2017.150 (2017)	The DIV2K train set is used for training image restoration models, specifically focusing on high-resolution image recovery and enhancement. This dataset enables researchers to develop and refine algorithms that improve image quality, addressing issues such as resolution, clarity, and detail. Its high-resolution images provide a robust foundation for training models to perform advanced image restoration tasks.
DIV8K train set	https://doi.org/10.1109/ICCV51070.2023.00495 (2023)	https://doi.org/10.1109/CVPRW.2017.150 (2017)	The DIV8K train set is used for training image restoration models, providing a larger dataset to enhance model performance. This dataset supports the development and improvement of image restoration techniques by offering a substantial amount of data, which is crucial for training robust and effective models.
Snow100K-M	https://doi.org/10.48550/arXiv.2207.04754 (2022)	https://doi.org/10.1109/TCSVT.2020.3003025 (2021)	The Snow100K-M dataset is used to evaluate the performance of SMGARN in de-snowing images, focusing on PSNR improvements compared to DS-GAN. This dataset enables researchers to quantitatively assess and compare the effectiveness of different de-snowing algorithms, specifically in enhancing image quality metrics.
new dataset	https://doi.org/10.1109/CVPR52688.2022.00239 (2021)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The 'new dataset' is specifically used for raindrop removal in image restoration research. It supports the training and evaluation of models aimed at restoring images degraded by raindrops. This dataset enables researchers to develop and test algorithms that enhance image quality by effectively removing raindrop artifacts, thereby improving the clarity and usability of images in various applications.
